"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","M4A5Cf 2","ah5Ghc 3"
"https://www.google.com/maps/place/%D8%A8%D8%B1%D8%AC%D8%B1+%D9%83%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2f048c1b5c23ad:0x818f63c5653a178d!8m2!3d24.6631731!4d46.7040959!16s%2Fg%2F11c0r5crj0!19sChIJrSNcG4wELz4RjRc6ZcVjj4E?authuser=0&hl=ar&rclk=1","برجر كنج","4.1","(94)","·","$$","هامبرغر","·","","·","شارع الأمير فيصل بن تركي بن عبدالعزيز، Riyadh Avenue Mall, Lulu Hypermarket","مفتوح","⋅ يغلق ١١ م","https://lh5.googleusercontent.com/p/AF1QipNnJG4z5A-eynlcs3BYsrZG7ZCJNJv-oUnVjaJQ=w92-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AC%D8%A7%D9%86+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2ee2b7d0ce7627:0x5050ee82d743d673!8m2!3d24.758777!4d46.662924!16s%2Fg%2F11csqhwzzt!19sChIJJ3bO0LfiLj4Rc9ZD14LuUFA?authuser=0&hl=ar&rclk=1","جان برجر","3.8","(776)","·","$$","مطعم","·","","شارع الامير تركي بن عبدالعزيز الثاني","","مفتوح","⋅ يغلق ٤ ص","https://lh5.googleusercontent.com/p/AF1QipPSfqpphOO6X3mkNanwbBcJjpNFqbDMk9apjlmW=w80-h106-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/Pow+burger/data=!4m7!3m6!1s0x3e2efdffc9c27fcf:0xb5370f08374d17ee!8m2!3d24.7550727!4d46.6792064!16s%2Fg%2F11pz0qf5gm!19sChIJz3_Cyf_9Lj4R7hdNNwgPN7U?authuser=0&hl=ar&rclk=1","Pow burger","3.4","(57)","","","هامبرغر","·","","3112 طريق الامام سعود بن عبدالعزيز بن محمد الفرعي","","مفتوح","⋅ يغلق ٢ ص","https://lh5.googleusercontent.com/p/AF1QipN_zT_R98QJhxdVxarrGNSAuv8ORTjKqoxfDbBz=w92-h92-k-no","الجلوس داخل المكان","·","الإيصال إلى السيارة","·","خدمة التوصيل"
"https://www.google.com/maps/place/%D9%85%D9%8A%D9%86%D9%8A+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f037cc3e36cd7:0xf6186279e175fc95!8m2!3d24.6931995!4d46.6951104!16s%2Fg%2F11nrsp00ks!19sChIJ12zjw3wDLz4Rlfx14XliGPY?authuser=0&hl=ar&rclk=1","ميني برجر","3.6","(55)","","","مورد طعام وشراب","·","","طريق الأمير سلطان بن عبدالعزيز","","مفتوح","⋅ يغلق ١٢ ص","https://lh5.googleusercontent.com/p/AF1QipM50rl69jyPElpkPKAOnd8Z8mMrJWx7wCWo0WOw=w100-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","خدمة التوصيل"
"https://www.google.com/maps/place/%D9%81%D8%A7%D9%8A%D8%B1+%D9%81%D9%84%D8%A7%D9%8A+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2ee33ae51b4f6b:0xec1bae65692875d9!8m2!3d24.7879142!4d46.6589394!16s%2Fg%2F11ggr7wcrp!19sChIJa08b5TrjLj4R2XUoaWWuG-w?authuser=0&hl=ar&rclk=1","فاير فلاي برجر","4.2","(2,353)","·","$$","مطعم","·","","طريق الملك عبدالعزيز","","مفتوح","⋅ يغلق ١ ص","https://lh5.googleusercontent.com/p/AF1QipOG1_BZf8j3shIsGCwMX7Gtq4-sQbQNo5FfXpcu=w138-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/simple+burger/data=!4m7!3m6!1s0x3e2f054a86c71dcd:0x1dc6ba0f55efe9e5!8m2!3d24.7559533!4d46.6758124!16s%2Fg%2F11sk9g4_zc!19sChIJzR3HhkoFLz4R5envVQ-6xh0?authuser=0&hl=ar&rclk=1","simple burger","4.6","(135)","","","مطعم","·","","طريق الملك عبدالعزيز","","مفتوح","⋅ يغلق ٣ ص","https://lh5.googleusercontent.com/p/AF1QipP7XyvdXDmVUAFwAy0VlrA47yUD_-I4bm4cq-8x=w137-h92-k-no","الجلوس داخل المكان","·","خدمة الطلب أثناء القيادة","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%A8%D8%B1%D8%AC%D8%B1+%D9%83%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2f03f42ea13d31:0x86b5eff4fb5da3e3!8m2!3d24.691595!4d46.732735!16s%2Fg%2F1v7pwyyv!19sChIJMT2hLvQDLz4R46Nd-_TvtYY?authuser=0&hl=ar&rclk=1","برجر كنج","4.1","(1,564)","·","$$","هامبرغر","·","","·","","Next to Xerox, Dareen Center, Al Ehsaa St","مفتوح على مدار 24 ساعة","https://lh5.googleusercontent.com/p/AF1QipNRT88cljSJhvYOlKHdnGX8sM12yENTGjP_qE_0=w92-h92-k-no","الجلوس داخل المكان","·","خدمة الطلب أثناء القيادة","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%A8%D9%84%D8%A7%D9%83+%D8%AA%D8%A7%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x3e2ee350a0290c19:0xbbe9c15b192a4d49!8m2!3d24.7605784!4d46.6406183!16s%2Fg%2F11sz2t2qx8!19sChIJGQwpoFDjLj4RSU0qGVvB6bs?authuser=0&hl=ar&rclk=1","بلاك تاب","4.0","(2,931)","","","مطعم","·","","·","⋅ يغلق ٢ ص","3.04","مفتوح","https://lh5.googleusercontent.com/p/AF1QipNhjmxF7kGn0t08FNf3aRP8rfyjPHfSft9bhtaT=w80-h106-k-no","""","","البرجر","","عندهم افضل"
"https://www.google.com/maps/place/%D8%A8%D8%B1%D8%AC%D8%B1+%D9%83%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2f03414c83d479:0xaf94b2a1aa46134d!8m2!3d24.742197!4d46.679733!16s%2Fg%2F11mvy3m9y3!19sChIJedSDTEEDLz4RTRNGqqGylK8?authuser=0&hl=ar&rclk=1","برجر كنج","4.3","(82)","·","$$","هامبرغر","·","","·","طريق الملك عبدالعزيز، Hayat Mall","مفتوح","⋅ يغلق ١٢ ص","https://lh5.googleusercontent.com/p/AF1QipNd5zsEEkUv0LACeAUBpbNKWA2IGIB_riR8uSUt=w92-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/Cleaver+Burger+%D9%83%D9%84%D9%8A%DA%A4%D8%B1+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%8E%E2%80%AD/data=!4m7!3m6!1s0x3e2efdf067f36779:0xd55fcec66d6ddd90!8m2!3d24.7825377!4d46.7051483!16s%2Fg%2F11pyp565kj!19sChIJeWfzZ_D9Lj4RkN1tbcbOX9U?authuser=0&hl=ar&rclk=1","Cleaver Burger كليڤر برجر‎","4.3","(1,226)","","","مطعم","·","","طريق عثمان بن عفان","","مفتوح","⋅ يغلق ٢:٣٠ ص","https://lh5.googleusercontent.com/p/AF1QipOmqT_loYq8JSjZG3Q4PR1kQP0U3-7uL7mtmKkF=w92-h92-k-no","الجلوس داخل المكان","·","الإيصال إلى السيارة","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%A8%D8%B1%D8%AC%D8%B1+%D9%83%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2f0342d5ce70e3:0x261822adedd52617!8m2!3d24.7118808!4d46.6748875!16s%2Fg%2F11mvy36xz_!19sChIJ43DO1UIDLz4RFybV7a0iGCY?authuser=0&hl=ar&rclk=1","برجر كنج","4.3","(63)","·","$$","هامبرغر","·","","·","⋅ يغلق ١١ م","Near to Ibis Riyadh Hotel، Kingdom Tower، طريق العروبة","مفتوح","https://lh5.googleusercontent.com/p/AF1QipNloXjMwsQ1Nz_4mhVdgdgdZbJvjxR4OknKV0VK=w92-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D8%AA%D9%88%D9%86+%D8%B3%D8%AA%D9%8A%D9%83+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2efdbf178026c9:0xf859edefe275daca!8m2!3d24.7717601!4d46.6975069!16s%2Fg%2F11rwk5pwgp!19sChIJySaAF7_9Lj4Rytp14u_tWfg?authuser=0&hl=ar&rclk=1","جرافيتون ستيك برجر","4.4","(2,278)","","","هامبرغر","·","","·","3173 العباس بن عبدالمطلب، التعاون، الرياض 12475 7126،","مفتوح","⋅ يغلق ١٢:٣٠ ص","https://lh5.googleusercontent.com/p/AF1QipPLUqbdTLP7fRaN2eSecKibe0I1lmGFWfLdnc8N=w80-h100-k-no","الجلوس داخل المكان","·","الإيصال إلى السيارة","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AC%D8%A7%D9%86+%D8%A8%D8%B1%D8%AC%D8%B1+%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f1d298e4e4241:0x3888bef6b99284b1!8m2!3d24.704291!4d46.665477!16s%2Fg%2F11b7q85qch!19sChIJQUJOjikdLz4RsYSSufa-iDg?authuser=0&hl=ar&rclk=1","جان برجر التخصصي","3.7","(866)","·","$$","مطعم","·","","شارع التخصصي الفرعي","","مفتوح على مدار 24 ساعة","","https://lh5.googleusercontent.com/p/AF1QipNUYONm52QD_904ytEB6_0_AAW08ieiilAepCaC=w162-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D9%85%D8%A7%D8%B1%D8%A8%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f1da68de42373:0x6342315f18f8d26d!8m2!3d24.6757573!4d46.6680725!16s%2Fg%2F11j0jq2k8z!19sChIJcyPkjaYdLz4RbdL4GF8xQmM?authuser=0&hl=ar&rclk=1","ماربل","4.3","(3,649)","","","مطعم","·","","·","6182 طريق الامير تركي بن عبدالعزيز الأول ، ام الحمام الشرقي ، الرياض 5867","مفتوح","⋅ يغلق ٢ ص","https://lh5.googleusercontent.com/p/AF1QipMLBAWlmowWdqnovmcdx4ssOj9PF6o8caMU-VAf=w194-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D9%82%D9%8A%D9%83+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f0398d6f1360f:0xcf3896275a713d58!8m2!3d24.7580898!4d46.715488!16s%2Fg%2F11mtrrlq5j!19sChIJDzbx1pgDLz4RWD1xWieWOM8?authuser=0&hl=ar&rclk=1","قيك برجر","4.3","(140)","","","هامبرغر","·","","4113 شارع الأمير مقرن بن عبدالعزيز","","","","https://lh5.googleusercontent.com/p/AF1QipMqS9KedjyDHfqsXQcfK5KNBpbUpTFl2hsqi_9I=w138-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%A8%D8%B1%D8%AC%D8%B1+%D8%A7%D9%8A%D9%83%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x3e2f1dbc50d4e27f:0xa26e5703bf243891!8m2!3d24.6992742!4d46.670175!16s%2Fg%2F11v4m7t1lw!19sChIJf-LUULwdLz4RkTgkvwNXbqI?authuser=0&hl=ar&rclk=1","برجر ايكا","3.7","(57)","","","هامبرغر","·","","شارع موسى بن نصير","","مفتوح","⋅ يغلق ١٢ ص","https://lh5.googleusercontent.com/p/AF1QipMKZooW9Z5c7VaRqbma8in1CdsW03xN2glSJyQg=w80-h106-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%B4%D9%8A%D9%81%D8%B2+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f1db766b8ad5b:0x189910d79a997333!8m2!3d24.7277593!4d46.6432158!16s%2Fg%2F11qn09gcxx!19sChIJW624ZrcdLz4RM3OZmtcQmRg?authuser=0&hl=ar&rclk=1","شيفز برجر","4.3","(8,889)","·","$$$","مطعم","·","","·","طريق الامير تركي بن عبدالعزيز الأول","مفتوح","⋅ يغلق ١:٤٥ ص","https://lh5.googleusercontent.com/p/AF1QipPmr0Jc3r_-kUzpCTMKuRKM5QLy_lOHrFAIjLq0=w122-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AC%D8%B1%D9%8A%D9%84+%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x3e2efce56dbccf55:0x7b0cca8128f9c744!8m2!3d24.7992223!4d46.6977789!16s%2Fg%2F1pyqkxnd6!19sChIJVc-8beX8Lj4RRMf5KIHKDHs?authuser=0&hl=ar&rclk=1","جريل ات","3.9","(888)","·","$$","وجبات سريعة","·","","·","طريق عثمان بن عفان الفرعي","مفتوح","⋅ يغلق ٣ ص","https://lh5.googleusercontent.com/p/AF1QipMPOIUIbsgrmQ2l49UaBSFnMRs34nQy7t43BuX3=w80-h100-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/Munchy+Burger+I+%D9%85%D9%86%D8%B4%D9%8A+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f11865f015525:0x7d0f6950c05b6aaa!8m2!3d24.5830607!4d46.6563522!16s%2Fg%2F11q2rtzmgd!19sChIJJVUBX4YRLz4RqmpbwFBpD30?authuser=0&hl=ar&rclk=1","Munchy Burger I منشي برجر","4.1","(1,375)","","","مطعم","·","","·","عائشة بنت أبي بكر","مفتوح","⋅ يغلق ٢ ص","https://lh5.googleusercontent.com/p/AF1QipPDwVpE4NHbZwIuvnu07mRxDV5ZMA7CGHUyHvVh=w122-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%A8%D8%B1%D8%AC%D8%B1+%D9%83%D9%86%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x3e2f031d1dbfe30d:0x3c6e3b0774eb34a4!8m2!3d24.7121331!4d46.6980753!16s%2Fg%2F11c1r1x13b!19sChIJDeO_HR0DLz4RpDTrdAc7bjw?authuser=0&hl=ar&rclk=1","برجر كنج","4.0","(397)","·","$$","هامبرغر","·","","Near Rejam Pharmacy, شارع الامير ممدوح بن عبدالعزيز","سلسلة مطاعم لوجبات البرغر المشوية","مفتوح","⋅ يغلق ٤ ص","https://lh5.googleusercontent.com/p/AF1QipM_AaufBbOAo0PFCx5IOAPUvFZrk7GXRzSuTwgb=w92-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D9%85%D8%B7%D8%B9%D9%85+%D8%A8%D9%84%D8%A7%D9%8A%D9%86%D8%AF+-+Blind+Burger%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3a88b41b895:0xee950f5ebbb64df8!8m2!3d24.7932307!4d46.628362!16s%2Fg%2F11syz7pqn_!19sChIJlbhBi6jjLj4R-E22u14Ple4?authuser=0&hl=ar&rclk=1","مطعم بلايند - Blind Burger","3.6","(289)","","","مطعم","·","","·","طريق الامام سعود بن فيصل","مفتوح على مدار 24 ساعة","","https://lh5.googleusercontent.com/p/AF1QipMjb3u10rolDOOnE7y5W-6Hcc8br8Zhk05_ooK1=w184-h92-k-no","الجلوس داخل المكان","·","الإيصال إلى السيارة","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%D8%B1%D8%AC%D8%B1+%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%88%D9%86%E2%80%AD/data=!4m7!3m6!1s0x3e2f1f86d0950287:0x81f3edddbed4096c!8m2!3d24.6279614!4d46.5466339!16s%2Fg%2F11sqfkz3xf!19sChIJhwKV0IYfLz4RbAnUvt3t84E?authuser=0&hl=ar&rclk=1","البرجر العشرون","4.5","(10)","","","هامبرغر","·","","شارع عسير","","مفتوح","⋅ يغلق ٣ ص","https://lh5.googleusercontent.com/p/AF1QipO9QF2PriXWlvCeA22ESUWB4qUu923tMbi4Kle6=w80-h142-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AC%D8%A7%D9%86+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f07ca1d77ced7:0xa04edce3e256726e!8m2!3d24.691118!4d46.760696!16s%2Fg%2F11shy6r11c!19sChIJ1853HcoHLz4RbnJW4uPcTqA?authuser=0&hl=ar&rclk=1","جان برجر","3.5","(131)","·","$$","مطعم","·","","","⋅ يغلق ٤ ص","3582","مفتوح","https://lh5.googleusercontent.com/p/AF1QipNzkrPM1wNSlgFTResGwSA97n04n1KmsdrIHfAR=w105-h92-k-no","الجلوس داخل المكان","·","خدمة الطلب أثناء القيادة","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D9%81%D8%AF%D8%B1%D9%83%D8%B1%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x3e2f0335b15b69c1:0x4191d2f0e83b3f89!8m2!3d24.688864!4d46.673841!16s%2Fg%2F1td5prgn!19sChIJwWlbsTUDLz4RiT876PDSkUE?authuser=0&hl=ar&rclk=1","فدركرز","4.1","(6,865)","·","$$","هامبرغر","·","","·","شارع التخصصي الفرعي","مفتوح","⋅ يغلق ١٢:٣٠ ص","https://lh5.googleusercontent.com/p/AF1QipPGwZdUlMasYqhmi5LfElfTj42On4cqOJ96GKkF=w122-h92-k-no","""ألذ","","برجر بالرياض","","المكان يحتاج تجديد"""
"https://www.google.com/maps/place/%D9%85%D8%B7%D8%B9%D9%85+%D8%B3%D9%83%D8%B4%D9%86+%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2ee352b84aa5e7:0xdcaefb5056d965fc!8m2!3d24.7586414!4d46.60593!16s%2Fg%2F11gdglqfj9!19sChIJ56VKuFLjLj4R_GXZVlD7rtw?authuser=0&hl=ar&rclk=1","مطعم سكشن بي","4.2","(9,347)","·","$$","هامبرغر","·","","·","⋅ يغلق ٣:٣٠ ص","Pr. Turki Alawwal St.","مفتوح","https://lh5.googleusercontent.com/p/AF1QipNV0ef5GZpL4yIaz1QEgm5RAnCMeYmwhWVy6lhr=w92-h92-k-no","""","","برجر","","بي ولا غلطة 👌🏼
خدمة ممتازة 👍🏼"""
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x3e2f036ea0d2c165:0x9d98c39f3346d7f!8m2!3d24.7056875!4d46.6866875!16s%2Fg%2F11tnwjzdh0!19sChIJZcHSoG4DLz4Rf2008zmM2Qk?authuser=0&hl=ar&rclk=1","الب","4.1","(129)","","","وجبات سريعة","·","","PM4P+7MQ, RHOA3179، 3179 موسى بن نصير، 7021،","","مفتوح","⋅ يغلق ١٢ ص","https://lh5.googleusercontent.com/p/AF1QipMDC7U2i5-oC0xNbf26aScT-v9BLwEb03trrM8=w92-h92-k-no","""مطعم","","برجر","","لذيذ وخفيف ويستحق التجربة جدا"""
"https://www.google.com/maps/place/%D9%88%D8%A7%D9%82%D9%8A%D9%88%E2%80%AD/data=!4m7!3m6!1s0x3e2f030bd8e2f2f9:0x87d1a9a27e532bd3!8m2!3d24.7030032!4d46.7059872!16s%2Fg%2F11c0w3_x4p!19sChIJ-fLi2AsDLz4R0ytTfqKp0Yc?authuser=0&hl=ar&rclk=1","واقيو","4.1","(5,229)","·","$$","مطعم","·","","·","2697 شارع الأمير عبدالعزيز بن مساعد بن جلوي, 8161","مفتوح","⋅ يغلق ٣:٣٠ ص","https://lh5.googleusercontent.com/p/AF1QipOEDCNPoHYUvtPaEa9e_BErLwplJnj3NchOrbxF=w96-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/Jan+burger+-+%D8%AC%D8%A7%D9%86+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2efd80a83b42f7:0x5f558f652612db32!8m2!3d24.7582451!4d46.7135916!16s%2Fg%2F11c2mcy8k9!19sChIJ90I7qID9Lj4RMtsSJmWPVV8?authuser=0&hl=ar&rclk=1","Jan burger - جان برجر","3.7","(503)","·","$$","مطعم","·","","شارع الأمير مقرن بن عبدالعزيز","","مفتوح على مدار 24 ساعة","","https://lh5.googleusercontent.com/p/AF1QipMzJ0xLkdL0zUgsfq6VI6nnOipd4JMYO_Pju_3G=w80-h106-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D9%85%D8%B7%D8%B9%D9%85+%D8%A8%D8%B1%D8%AC%D8%B1+%D8%AA%D9%88%D8%B1%D9%88+%D9%85%D9%88%D9%84+%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2f03d071e387e5:0x62c2695af8f66640!8m2!3d24.7123843!4d46.6752675!16s%2Fg%2F11rtqvr591!19sChIJ5YfjcdADLz4RQGb2-FppwmI?authuser=0&hl=ar&rclk=1","مطعم برجر تورو مول المملكة","3.8","(27)","","","هامبرغر","·","","مول المملكة تقاطع طريق العروبة مع شارع العليا العام العام","","مفتوح","⋅ يغلق ١١ م","https://lh5.googleusercontent.com/p/AF1QipOMdiLthgR6IraXG0Ndjsk0Q5MNWjVFLTE-Nigr=w92-h92-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D9%86%D9%81%D8%B1+%D9%85%D8%A7%D9%8A%D9%86%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x3e2f03249b9b0683:0x8a1f2244c94f6ae1!8m2!3d24.704873!4d46.6845919!16s%2Fg%2F11rz5b6t9q!19sChIJgwabmyQDLz4R4WpPyUQiH4o?authuser=0&hl=ar&rclk=1","نفر مايند","4.3","(5,177)","·","$$","الأمريكي","·","","·","⋅ يغلق ٢ ص","PM3M+J4H","مفتوح","https://lh5.googleusercontent.com/p/AF1QipO2r87nO1OKFBr2S41-ebe-vXLrvqQM1M_Rq41j=w80-h114-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AC%D9%8A%D8%B2%D8%B1+%D8%A8%D8%B1%D8%AC%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2f054c7e129db3:0xf4d23f96eb275de5!8m2!3d24.663594!4d46.6828801!16s%2Fg%2F11tg9cryv2!19sChIJs50SfkwFLz4R5V0n65Y_0vQ?authuser=0&hl=ar&rclk=1","جيزر برجر","3.9","(160)","","","مطعم","·","","3442 التخصصي، 6778","","","","https://lh5.googleusercontent.com/p/AF1QipOckiRMAPYkcvIyKZQSMyUSc-wrRULH2h7B-_OW=w80-h142-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/%D8%AA%D9%83%D9%88+%D8%A8%D8%B1%D8%AC%D8%B1+%D9%85%D8%B4%D9%88%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2f0301ec5f21a3:0xa0b02014fb9dc0ea!8m2!3d24.7428824!4d46.672423!16s%2Fg%2F11sv1pfkyw!19sChIJoyFf7AEDLz4R6sCd-xQgsKA?authuser=0&hl=ar&rclk=1","تكو برجر مشوي","3.1","(145)","","","هامبرغر","·","","","","PMVC+5X3, Hisham bin Abdulmalik","","https://lh5.googleusercontent.com/p/AF1QipMU4Zu3f84cUniJkBTPmEOWPOzva7K7qmOmrqFs=w80-h106-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"https://www.google.com/maps/place/Foil+burger/data=!4m7!3m6!1s0x3e2f0749ea8cf94b:0x23861d7aef43e540!8m2!3d24.6869375!4d46.7963125!16s%2Fg%2F11tcxbnv63!19sChIJS_mM6kkHLz4RQOVD73odhiM?authuser=0&hl=ar&rclk=1","Foil burger","3.4","(294)","","","هامبرغر","·","","MQPW+QGC، عبدالله العبسي","","مفتوح الآن","","https://lh5.googleusercontent.com/p/AF1QipP7TR01eUM2iokoZoT59aXr2yPepED2QP49k4I9=w80-h127-k-no","الجلوس داخل المكان","·","طعام سفري","·","التسليم بدون تلامس"
"","","","","","","","","","","","","","","","","","",""